problem,p_0,p_1,p_2,p_3,p_4,p_5,p_6,p_7,p_8,p_9,p_10,p_11,p_12,p_13,p_14,p_15,p_16,p_17,p_18,p_19,p_20,p_21,p_22,p_23,p_24,p_25,p_26,p_27,p_28,p_29,p_30,p_31,p_32,p_33,p_34,p_35,p_36,p_37,p_38,p_39,p_40,p_41,p_42,p_43,p_44,p_45,p_46,p_47,p_48,p_49,p_50,p_51,p_52,p_53,p_54,p_55,p_56,p_57,p_58,p_59,p_60,p_61,p_62,p_63,p_64,p_65,p_66,p_67,p_68,p_69,p_70,p_71,p_72,p_73,p_74,p_75,p_76,p_77,p_78,p_79,p_80,p_81,p_82,p_83,p_84,p_85,p_86,p_87,p_88,p_89,p_90,p_91,p_92,p_93,p_94,p_95,p_96,p_97,p_98,p_99,p_100,p_101,p_102,p_103,p_104,p_105,p_106,p_107,p_108,p_109,p_110,p_111,p_112,p_113,p_114,p_115,p_116,p_117,p_118,p_119,p_120,p_121,p_122,p_123,p_124,p_125,p_126,p_127,p_128,p_129,p_130,p_131,p_132,p_133,p_134,p_135,p_136,p_137,p_138,p_139,p_140,p_141,p_142,p_143,p_144,p_145,p_146,p_147,p_148,p_149,p_150,p_151,p_152,p_153,p_154,p_155,p_156,p_157,p_158,p_159,p_160,p_161,p_162,p_163,p_164,p_165,p_166,p_167,p_168,p_169,p_170,p_171,p_172,p_173,p_174,p_175,p_176,p_177,p_178,p_179,p_180,p_181,p_182,p_183,p_184,p_185,p_186,p_187,p_188,p_189,p_190,p_191,p_192,p_193,p_194,p_195,p_196,p_197,p_198,p_199
f14_i1,-0.07661182,0.3192309,-0.19340174,-0.18831456,0.13228686,0.08987729,-0.13759921,0.21276958,-0.12499522,-0.24018268,0.014688615,-0.20761292,-0.4091247,-0.15526883,-0.12973946,-0.12098465,-0.064521015,0.14982282,-0.17229229,0.24119925,-0.13584854,0.0045233946,-0.16519064,0.15468696,0.24994348,0.3303502,0.38441056,0.15424493,-0.20043823,-0.16968834,-0.29557222,0.02856371,0.049370497,-0.05111397,-0.2935279,-0.248846,-0.035058618,-0.10976503,-0.051934596,-0.20686978,-0.45990318,-0.27045465,0.14873101,0.13615145,0.08116029,-0.10558276,0.22002147,-0.27833584,-0.16829872,-0.20414041,0.0991385,-0.23924033,-0.18335533,-0.122535326,-0.2657574,0.21405256,-0.121297404,-0.031910904,0.19135115,0.20433484,0.25089487,0.14289239,0.25759488,0.05672111,-0.19386467,-0.30273947,0.24982768,-0.18134806,-0.109628074,0.29230538,-0.036299393,0.1013091,0.1977447,0.15123405,0.15285037,0.27845863,0.23326376,-0.29047307,-0.10250376,-0.17678319,0.40710622,-0.12521449,-0.16061907,0.13641196,0.19689275,-0.28269014,0.09385569,-0.06584392,0.17650206,0.2456069,-0.28379598,-0.3840011,0.17344396,-0.104283966,-0.31387186,0.10634539,-0.36903197,0.18304159,-0.11638209,0.055153273,-0.51901346,-0.063169636,0.14401957,-0.24983588,0.27206376,-0.025604736,-0.0902968,-0.10192175,-0.318788,-0.19577812,-0.18127458,0.13202633,0.105777085,-0.1511094,-0.14028913,0.06326756,-0.25215927,-0.26068377,-0.27419078,-0.11351961,0.13200958,0.26398787,-0.13410886,-0.19215088,-0.17817885,0.060813565,0.44051537,0.103663065,-0.33259904,0.14103128,-0.157237,-0.076115325,-0.2537798,0.2826157,-0.18193974,0.08824304,0.12816216,-0.086133316,-0.08493536,-0.09579642,-0.25787327,0.07643841,0.03439243,-0.12342056,-0.029126763,0.14584577,0.18249904,-0.22358656,0.23950145,-0.08985189,-0.112065844,-0.048912846,0.35511473,-0.3508622,0.037668176,-0.2573364,0.15216585,0.11410368,-0.24689826,-0.16918984,0.14356461,0.11698976,-0.08637279,-0.08003124,0.12172036,-0.25634086,-0.031469163,-0.34017813,-0.0474418,-0.14096236,-0.12329367,0.2518973,-0.40998974,0.20090048,0.18772812,-0.11489435,0.015691513,-0.08258876,0.15589236,-0.11232569,-0.3740655,-0.22832845,0.16851917,-0.20693861,0.13973804,0.14058267,0.19908224,-0.34451124,0.06932945,-0.030521015,0.18094882,0.106761225,-0.16994667,0.32017833,0.14917825,0.14715366,-0.0985204,0.4234324,0.2883468,-0.053274963
f14_i2,0.18857858,0.12200751,-0.101766326,-0.15769327,0.19595668,0.17264603,-0.07231753,-0.055085015,-0.1669262,-0.4795568,0.1406358,-0.14712578,0.26495427,-0.086374104,-0.21851909,-0.14718653,-0.33913445,0.117186524,-0.21118559,0.07949123,-0.3200154,0.18836385,-0.24915701,-0.19531056,0.19162108,0.29699475,0.65241784,0.027915595,-0.15066709,-0.19745609,-0.107331604,0.16871053,0.21651676,0.3446906,-0.17379811,-0.17837863,0.081278354,-0.15796125,-0.1298242,-0.22353536,-0.44334647,0.11876036,0.16770159,-0.05879548,0.21186547,-0.25508654,0.22576126,-0.038857505,-0.18118933,-0.01213372,0.3046832,-0.024276445,-0.038106505,-0.040463116,-0.15224649,-0.14677618,-0.16643852,0.056755137,0.04255195,-0.23326287,0.18229048,0.17389634,0.17167237,0.08278475,-0.2883797,-0.16343571,0.2969543,-0.30996418,-0.22861399,0.100119516,-0.35046977,-0.033013366,0.009992871,0.18896076,0.22949566,0.3075627,0.2700189,-0.1341198,-0.04516729,-0.2526358,0.75118923,0.0053996504,-0.08064334,0.17730364,0.040960178,-0.16431575,0.22659594,-0.17852645,0.10933473,0.11593911,-0.007297058,-0.16001108,0.15808667,-0.1815986,-0.12968443,0.23330434,-0.13786386,0.18490498,-0.34059137,0.04397469,-0.5011428,-0.2102594,0.30411872,-0.23257837,0.37579578,-0.19384742,-0.30988422,-0.2508155,-0.31280497,-0.017322967,-0.35747665,0.25885576,-0.4688035,-0.26266512,-0.07669098,0.20687845,-0.17917962,-0.11553506,-0.19259119,-0.07685461,0.12252097,0.12320336,-0.14199351,-0.18546538,-0.46105933,0.30538383,0.43180197,0.09365864,-0.27549043,0.21321586,-0.16723813,-0.2227984,-0.050978474,0.023249969,-0.17660128,0.24492091,0.1858724,-0.14387488,-0.024066987,-0.26764098,-0.096983835,0.2627009,0.16694471,-0.05218417,0.21841195,0.12822846,0.14198127,-0.29256806,0.23190592,-0.2310532,0.024998274,0.345579,0.34389484,-0.21521705,0.17266783,-0.20904464,0.05334277,0.019788755,0.10998386,-0.14756052,0.0787835,0.19729295,-0.14466825,-0.15187971,0.15185711,-0.38932014,-0.10432882,-0.18826236,-0.15881729,-0.25631538,-0.17821556,0.31392932,-0.30260497,0.291411,0.23102131,-0.30315337,0.14838505,-0.10354382,0.20668237,-0.25760227,-0.19946277,0.014991665,0.1777403,-0.14156452,0.08021772,0.12969184,0.07669869,0.04469809,0.13800757,-0.18836585,0.10062546,-0.24478076,-0.048323836,0.23553155,0.16249208,0.1395306,-0.07629396,0.17155828,0.032604117,-0.21811225
f14_i3,0.097566895,0.26852483,-0.18571633,-0.20397373,0.32527515,0.20694105,-0.1480454,0.17736526,-0.3329076,-0.28887403,0.17772137,-0.107582286,-0.109544255,-0.26700062,-0.20943339,-0.16587004,-0.14543903,0.052792795,-0.14170586,0.2696666,-0.33258843,0.093320094,0.014193782,-0.10841609,0.27824265,0.18732134,0.5300366,0.046507005,-0.08209352,-0.26292825,0.029200623,0.16879056,0.12758812,0.174609,-0.2347671,-0.22689612,-0.16558692,-0.22388242,-0.2709938,-0.11588946,-0.3927451,-0.16630208,0.004590789,0.13555609,0.21267417,-0.3176789,0.15687607,-0.28829178,-0.27265212,0.28922325,0.11195979,-0.02064955,-0.11091645,-0.18026796,-0.11578651,-0.0874807,0.017033933,0.2546586,0.049125947,-0.21032463,0.04265206,0.17770346,0.08261097,0.33090568,-0.059863348,-0.20711468,0.24770918,-0.27987424,-0.11372976,0.23737857,-0.2178918,0.17512889,-0.0017678144,0.13008764,0.18805967,0.215272,0.28237453,-0.2183091,-0.093529396,-0.12580493,0.48094144,0.25528023,-0.15806761,0.11998298,0.00057975436,-0.16118278,0.03203801,-0.16297597,0.13443276,0.048233025,-0.10908936,-0.119409874,0.10586107,-0.076648384,-0.26609424,0.025358306,-0.19271997,0.27141118,-0.13173074,0.13926142,-0.18827415,-0.16931736,0.28746217,-0.12636755,0.16161355,-0.109551325,-0.05488332,-0.15492377,-0.26533312,-0.09695963,-0.19659619,0.2806434,-0.14328782,-0.100111686,-0.07674339,0.008918042,-0.20565502,0.1002177,-0.27932137,-0.101048626,-0.06479773,0.30002263,-0.3194988,-0.21365343,-0.31404638,0.38186836,0.21360476,0.10420919,-0.27887124,0.20815958,-0.30432466,-0.25519148,-0.39225677,0.19701995,-0.38034105,0.29414177,0.32452807,-0.13206972,-0.05936046,-0.15946956,-0.24580786,0.20466511,0.031487975,0.0068279365,0.26620564,0.21176168,0.20635836,-0.19574185,0.11074987,-0.27026302,-0.4889201,0.36890042,0.29446277,-0.09021525,0.1324418,-0.2688183,0.1260253,0.12146712,-0.01254248,-0.21561779,-0.043370094,0.08016622,-0.11662904,-0.16845903,0.2148901,-0.32849327,-0.07861827,-0.26848623,-0.24749735,-0.36843693,-0.14452487,0.3461084,-0.29352778,0.15123126,0.06554256,-0.2841854,0.15697269,-0.08793222,0.20176312,-0.16801295,-0.24992625,0.0606715,0.19489634,-0.15057865,0.21550052,0.13254821,0.3102766,-0.17779818,0.22586527,-0.20057905,0.27667627,-0.03659923,0.09249677,0.12748195,0.17067955,0.19668376,-0.24853037,-0.15343462,0.19702913,-0.18695726
f14_i4,0.18008769,0.22435407,-0.23402487,-0.11741364,0.26734832,0.15521473,0.0014523149,0.40995914,-0.3334015,-0.18322836,-0.12763748,-0.28785253,0.08214244,-0.16168126,-0.13280712,-0.08810773,-0.21615383,0.22605386,-0.22243182,0.1562697,0.0734008,0.16127813,-0.28970408,0.2575519,0.15967727,0.31893867,0.5643166,0.07349354,-0.20611618,-0.11825333,-0.1711782,-0.005219441,0.17453372,0.16511679,-0.11304736,-0.14639056,-0.26617572,-0.14347725,-0.20635606,-0.11735694,-0.4635238,-0.08275049,-0.05562751,0.12785327,0.16439627,-0.07434698,0.048738364,-0.039592206,-0.1744447,-0.035406284,0.3180145,-0.14907375,-0.26487777,-0.17544766,-0.18220638,0.12069292,-0.2625836,0.05348105,0.1332747,0.07563701,0.17039728,0.20076516,0.1428619,0.23412195,-0.062761255,-0.31815934,0.30401346,-0.074265204,-0.13203453,0.12778278,-0.009723554,-0.1521386,-0.2074785,0.28189608,0.22807269,0.31517476,-0.058888093,-0.24003345,-0.21721837,-0.13839293,0.67545897,0.03853096,-0.19003431,0.07307641,0.16383737,-0.13875544,-0.08338038,-0.1309592,0.28503823,0.018657878,0.007833557,-0.35287237,0.15721446,-0.101270564,-0.26152575,-0.015521336,-0.23495345,0.20470855,-0.187309,0.11888571,-0.19192879,0.0060600443,0.26221284,0.015567031,0.33251,-0.13822797,-0.127909,-0.15696429,-0.3957087,0.038679942,-0.41324934,0.27299196,-0.07582418,0.03691708,-0.1365958,0.28642824,-0.11576331,-0.2733073,-0.22525269,-0.0047682673,-0.2926694,0.14485203,-0.07018838,-0.17998737,-0.1357357,0.1720332,0.51667154,0.08219296,-0.061920825,0.15437602,-0.2202321,-0.10442924,-0.25163382,0.045158718,-0.3056823,0.2873392,0.28305918,-0.03168935,-0.13153164,-0.019813558,0.024223855,0.23919111,0.088871785,0.022023408,0.21859857,0.17123027,0.22131062,-0.18260685,0.18807016,-0.13241237,0.028999282,-0.07020706,0.45825586,-0.17188239,0.17764984,-0.18116337,0.17679836,0.1647589,-0.26658922,-0.24205144,0.2215102,0.13022302,-0.23476453,-0.18074496,-0.023294292,-0.3266813,-0.112419434,-0.25186476,-0.19576766,-0.37528494,-0.21432613,0.27941883,-0.13094905,0.14045566,0.04332098,-0.20415501,0.10970834,-0.28078493,-0.067273214,-0.15553784,-0.22250952,0.0014288453,0.2639829,-0.24605851,0.05905269,0.117131695,0.015654443,-0.16272357,0.10942564,-0.23751503,0.3454912,-0.14015713,0.08019124,0.24775326,0.14021873,0.18368493,-0.033782877,0.3157673,-0.041900538,-0.26723385
f14_i5,0.24431615,0.2770068,-0.24837048,-0.25082073,0.22702423,0.18269922,0.17242272,0.25897026,-0.24315162,-0.15663719,0.049826216,-0.24099484,-0.11830238,-0.24995191,-0.20165482,-0.06360813,-0.19935092,0.12649374,-0.20081769,0.26010367,-0.17087568,0.04791746,-0.14866957,0.06841198,0.2586403,0.22764057,0.57246804,0.0729485,-0.19534998,-0.27024588,-0.12892836,0.05911557,0.32209146,0.06053547,-0.32158604,-0.2799399,-0.2436269,-0.1421904,-0.17705292,-0.07781215,-0.4246561,-0.07602375,0.017901385,0.23390576,0.18033087,-0.3055518,0.08065967,-0.17526226,-0.16765466,-0.11164323,0.22399426,-0.14207684,-0.14852403,-0.047192387,-0.2378242,0.09450924,-0.28612044,0.04175376,0.19646303,-0.15995304,0.07528469,0.0909971,0.2340085,0.36420143,-0.12273737,-0.20293576,0.32320642,-0.22776309,-0.039831944,0.24978459,-0.17227525,-0.019347044,0.036760613,0.041218147,0.16615543,0.33746356,0.42157778,-0.14285171,-0.08959848,-0.1616032,-0.08506717,0.15939438,-0.15240042,0.16920686,0.14204589,-0.16236453,0.09882401,-0.20037387,0.14032191,0.37440148,-0.16634713,-0.29809636,0.1954088,-0.0066358675,-0.22316906,0.07481278,-0.32758,0.31112638,-0.22908421,0.025872277,-0.30313644,-0.08617895,0.09554913,-0.17408885,0.26579148,0.027227934,-0.009896628,-0.08020382,-0.3415569,-0.027597865,-0.16707467,0.16523685,-0.19388025,-0.18457066,-0.048608754,0.31673643,-0.058442622,0.00794862,-0.19137897,-0.13485982,0.2503073,0.20920807,-0.13000439,-0.14912543,-0.51299095,0.024641898,0.32492277,0.104949355,-0.23682213,0.09667018,-0.19808504,-0.3118872,-0.061279796,0.16281636,-0.4715796,0.18051952,0.22947405,-0.18332016,-0.035371836,-0.27063486,-0.19169103,0.13928753,0.12574087,-0.19047327,0.18622792,6.5264976e-05,0.1334943,-0.2315955,0.08095836,-0.24470761,0.1976747,0.14030433,0.2598701,-0.29952493,0.21837936,-0.25541198,0.16083269,0.21309952,0.122540146,-0.21912469,0.40213084,0.19312385,-0.16961299,-0.16627833,0.117248006,-0.36347246,-0.4781792,-0.33415943,-0.16867147,-0.37422034,-0.14423744,0.32533398,-0.106328495,0.180167,0.32689053,-0.18378693,0.10550751,-0.2507501,0.07659471,-0.07130534,-0.12832643,-0.13150415,0.23567726,-0.094325535,0.21997125,0.0824609,0.2313216,-0.03027198,0.23960607,-0.03985669,0.21143787,0.012828768,-0.021444494,0.21613732,0.18656877,0.15944716,-0.11240145,0.3360899,0.11221646,-0.23775156
f15_i1,0.041133713,0.2308966,-0.24485685,-0.19615562,0.1385817,0.14792483,0.34465572,0.09459537,-0.020904493,-0.16452712,0.23506209,-0.28381872,-0.33297446,-0.23317133,-0.18995947,-0.18789315,-0.17668994,0.19288424,-0.10364682,0.24238351,0.07608867,0.18966529,-0.18813449,-0.22042465,0.0983656,0.19424455,-0.17555395,0.27514613,-0.18040766,-0.06428361,-0.20490612,0.015003779,-0.0377163,0.11096142,-0.29124573,-0.123143174,-0.28875983,-0.16497,-0.20763643,-0.2665414,-0.39405638,-0.16971658,0.21648863,0.120323636,0.2104785,-0.0040634335,0.09867937,-0.34609973,-0.04569776,0.3502739,0.008948724,-0.32113734,0.29374582,-0.03313212,-0.10519898,0.02252051,-0.55325365,0.14550717,0.10492797,0.28065372,0.060887083,0.15650089,0.10781664,0.090585835,-0.2826081,-0.0825963,0.11742597,0.135894,-0.17830825,0.28114322,-0.1028537,-0.1350151,-0.11027788,0.22787,0.15877974,-0.30012023,0.08669508,-0.25321695,-0.0934172,-0.20171745,-0.18912354,-0.06499528,-0.264773,0.12569794,0.15451339,-0.07640458,0.25898695,-0.19551635,0.013141461,-0.119969875,-0.16868009,-0.3258332,0.12074815,-0.27147973,0.07633246,0.1543043,-0.19056436,0.23089643,-0.43792993,0.16370545,-0.23315111,-0.27980798,-0.021407265,-0.111016065,0.42178464,-0.103970125,-0.20704925,-0.13882829,-0.37347254,-0.44821584,0.12117852,0.1310325,0.07185697,-0.17065616,-0.13281728,0.35140988,-0.08761019,-0.14803201,-0.2117343,-0.1255196,0.0902931,0.26428425,-0.2788954,-0.04179049,-0.024190875,-0.31771204,0.27040705,0.11044086,0.2725242,-0.058793716,-0.24798587,-0.15408821,0.008557062,0.060801364,0.013404298,0.113322966,0.1504132,-0.14333509,0.07143617,0.6768278,-0.0800211,0.22232552,0.109149285,0.09593729,-0.011525467,0.22045344,0.19940406,-0.15912126,0.2290242,0.08404606,-0.41912553,0.05357612,0.2094715,-0.28086072,0.102381155,-0.20508018,0.1502995,0.29157716,-0.19428326,-0.02030649,0.22806272,0.20040381,-0.22285528,-0.20989294,0.22861972,-0.31387335,0.22099777,-0.2510995,-0.3054011,-0.30604455,-0.1723961,0.21998198,-0.09853565,0.069099724,-0.04030134,-0.12027004,-0.0137716485,-0.021318782,0.010641958,-0.19235168,0.40325788,-0.11351723,0.14357957,-0.086771585,0.1777871,0.16781285,0.04847441,0.04831841,0.27627042,-0.11048979,0.12345024,0.11424318,0.1855778,0.32357982,0.15149099,0.12570453,-0.34382927,-5.8832986e-05,-0.10133738,-0.16925322
f15_i2,0.39310607,0.3549513,-0.23123646,0.17766975,0.2352109,0.17337273,0.014448676,-0.036452554,0.039890386,0.031140942,0.1332061,-0.06531863,-0.04027046,-0.1370482,-0.249823,-0.21198678,-0.34541208,0.110656336,-0.3151655,0.18788695,-0.32787818,0.062252674,-0.029562885,-0.13974653,0.16905767,0.035942722,-0.050024252,0.12113865,-0.15884693,-0.17251676,-0.17261897,0.14904255,0.089954294,0.22071329,-0.11233949,-0.19618289,-0.054287802,-0.16903143,-0.21573827,-0.04531406,0.41895413,-0.2675921,0.2739208,0.18338929,0.21245718,-0.14839756,0.14664903,-0.24993448,-0.08964971,0.14443128,0.3018205,-0.2755264,0.16652223,-0.099040486,-0.19742258,-0.02837336,-0.09129875,0.20551027,0.15153377,0.23180191,0.16348244,0.17247146,0.12574545,0.21780898,-0.12839192,-0.28303856,0.112642206,-0.031735018,-0.17376564,-0.05232662,-0.260687,-0.24187566,-0.25390148,0.27034375,0.15342627,-0.19717674,0.39601693,0.071829215,-0.27251193,-0.21603394,-0.2513139,0.05082375,-0.25858217,0.21423294,0.29801923,-0.07776702,0.24669042,-0.35024524,0.13788848,-0.11078735,-0.22631505,-0.10066016,0.29019925,-0.17523721,-0.104229026,0.1995938,-0.078123495,0.17468083,0.04117121,0.11472424,-0.23604803,-0.1475323,0.312802,-0.032359526,-0.10000714,-0.25649765,-0.23298384,-0.115676016,-0.27326027,-0.55426586,-0.16016158,0.27168438,-0.119849764,-0.35429084,-0.16866545,0.13174547,-0.10907503,-0.05057595,-0.10684012,-0.19809574,0.45542592,0.2452127,-0.36841223,-0.2556533,0.016419845,0.018462785,0.31885442,0.16100746,0.16244264,-0.0013733105,-0.048167203,-0.13816768,-0.03173542,-0.06711334,-0.121596836,0.0744793,0.13586152,-0.17967859,-0.19285412,-0.13128476,-0.09863235,0.26546898,-0.015655499,0.12318367,0.22090511,0.1298189,0.21423885,-0.0808133,0.047712594,-0.12772155,-0.029114643,0.0071099326,0.18966039,-0.2093712,0.19490151,-0.15486361,0.30849344,0.18858704,0.039317228,-0.13884974,-0.3790541,0.17717613,-0.24581937,-0.18196088,0.23141533,-0.11547402,0.19107847,-0.27205718,-0.12706724,-0.3297542,0.04925911,0.18425286,-0.17105281,0.049023587,0.21726006,-0.20841165,0.15003754,-0.27834362,-0.039433442,-0.050138764,0.052039202,-0.40638605,0.036265172,-0.05991818,0.15265456,0.13358465,0.11195787,0.020603364,0.12516826,-0.08271817,0.07965884,0.24574082,0.28957126,0.15482906,0.13352391,0.22906415,-0.3398265,0.11242506,0.19913137,-0.12464617
f15_i3,0.1866161,0.021430483,-0.039417706,-0.3834834,0.24358788,0.16034177,0.20399466,0.027350904,0.11461352,-0.17492077,0.26067442,-0.19249132,0.46690717,-0.25613147,-0.13350902,-0.19439341,-0.026669852,0.23446906,-0.08829199,0.15999281,0.038676888,0.16705059,-0.15753557,-0.26987597,0.20698479,0.011246148,-0.08333469,0.2751781,-0.16856411,-0.16159439,-0.18985635,-0.008335491,0.03773668,-0.04064047,-0.30041188,-0.23125444,0.09094813,-0.20532838,-0.19869697,-0.042488817,-0.1606023,-0.01806604,0.21878496,-0.0627741,0.20145938,-0.084491216,0.21618472,-0.16968389,-0.15235125,0.28224757,0.25856844,-0.31462783,0.472705,-0.17898294,-0.19753057,-0.19195601,-0.5348121,0.11900412,0.24805792,-0.08992884,0.24122998,0.041932654,0.11403316,0.30135742,-0.30477253,-0.037424073,0.18553934,-0.14536177,-0.24473096,0.15680584,-0.109901145,-0.25216487,-0.022474648,-0.038066693,0.11179554,-0.05871139,-0.049921915,-0.29368305,-0.173057,-0.2309548,-0.18187244,0.19994111,-0.17638032,0.12025737,0.090689555,-0.017446224,1.7826052e-05,-0.24198982,0.25153223,0.10738648,-0.09890275,-0.27693057,0.25254527,-0.2506035,-0.13978432,0.2650424,-0.21864073,0.25683862,-0.11294454,0.24031247,-0.18279657,-0.14696571,0.21647456,-0.09662808,0.08473714,-0.16090141,-0.17049474,-0.111694254,-0.08615047,0.12424189,-0.045850374,0.19374022,-0.47218946,0.039141085,-0.21418265,0.09163973,-0.1397432,0.019315911,-0.3253055,-0.15372162,0.0124751795,0.045862388,-0.06370464,0.015540985,-0.06559475,-0.28442228,0.25382212,-0.012133137,0.28727943,0.17531598,-0.18627511,-0.10283408,-0.29225123,0.39214414,-0.013194028,0.044121064,0.21311857,-0.08517397,-0.11122826,0.078064784,-0.13187127,0.094321415,0.11105272,0.2199912,0.21240504,0.31140897,0.14819232,-0.04933241,0.23157683,-0.13759013,0.36552823,-0.12259898,-0.026647225,-0.26902544,0.10500137,-0.20385017,0.17065014,0.24750824,0.2887239,-0.2121948,0.07467603,0.2605913,-0.029102972,-0.1610672,0.10737648,-0.35282126,0.011758617,-0.15296033,-0.07021586,-0.025271036,-0.3440582,0.11119504,0.22719355,0.23500417,-0.1665477,-0.25425002,0.120188564,-0.10421286,0.16432358,-0.03352013,0.19792205,-0.3698948,0.21061604,-0.1918966,0.16567303,0.10554725,0.21311758,-0.068525515,0.24933484,-0.091846354,0.17396314,0.26449877,-0.018538028,0.08415483,0.29913476,0.19715016,-0.02848466,0.09753151,0.012042035,-0.13817647
f15_i4,0.22814347,0.14492491,0.038228605,0.1540111,0.1893086,0.2652679,0.230899,-0.4291435,0.23199715,-0.3556683,0.18646216,-0.16137634,-0.2347195,-0.0962953,0.0417806,-0.04869351,-0.020861851,0.18840924,-0.2495741,-0.008704072,-0.41605198,0.15263027,-0.09277798,-0.22291274,0.25623485,0.08901067,-0.15063247,0.115353376,-0.13953286,-0.25967532,0.052268792,0.23221691,0.15067731,0.26863834,-0.20188586,-0.26275474,-0.07726119,-0.13131544,-0.15074192,-0.079616256,0.19430453,-0.2833224,0.2127456,0.078481376,0.22444558,-0.23615329,0.035532616,-0.2066118,-0.15899715,0.26476514,0.18416177,-0.21489124,0.35434842,-0.06319658,-0.23802097,-0.2954614,0.23854648,0.32759055,0.14749984,-0.090052135,0.26505327,0.1665657,0.2813007,0.2575992,-0.18139267,-0.14608662,0.11841624,0.14124751,-0.18245785,0.091877595,-0.22218171,-0.14678648,-0.29431146,0.12448244,0.15714608,-0.13100027,0.018199138,-0.082421064,-0.12217046,-0.2515321,0.09364169,0.04500292,-0.14106561,0.114267945,0.19010527,-0.2892401,0.2548975,-0.22035703,0.19125819,-0.00842722,-0.12885156,-0.12529212,0.1506067,-0.10285201,0.45226157,0.21918878,-0.06726567,0.15177552,-0.05684409,0.2445458,-0.31502715,-0.23019558,0.38778636,-0.28249207,-0.054358467,-0.082418025,-0.018845977,-0.2246765,0.054227833,-0.07216248,-0.24026701,0.18758336,0.16454202,-0.33388096,-0.20350206,0.11998422,-0.2790927,0.1697155,-0.10236975,-0.24181823,-0.102922484,0.18130487,-0.23854747,-0.1382245,0.0543788,-0.2673034,0.1553284,0.14898334,0.25446957,0.09643464,-0.4142817,-0.0155464085,0.064828485,-0.008100548,0.063676275,0.24343188,0.21733569,-0.13758351,-0.08204508,-0.3234986,-0.4242548,0.19223548,0.09428221,0.07602586,0.24934171,0.17048027,0.25803798,-0.14510962,0.10832544,-0.08579839,-0.032320656,-0.07783517,-0.056495022,-0.20885552,0.16810018,-0.18780588,0.112332895,0.10181691,0.24198206,-0.09931492,-0.22386739,0.15683931,-0.24685735,-0.12195261,0.22290224,-0.3124313,0.18049704,-0.124228716,-0.13503477,-0.1972662,-0.141316,0.18674831,-0.081513874,0.28799316,0.2673051,-0.122241385,0.17000166,-0.26437792,0.27924582,-0.07225735,0.312277,0.035259772,0.20673576,-0.13991639,0.017861456,0.16468567,-0.025635578,-0.15698679,0.20446452,-0.34506744,0.23650283,0.22640742,0.22463314,0.109473616,0.033546004,0.09927626,0.040248543,-0.47390148,0.08953703,-0.026958345
f15_i5,0.27329668,0.040329166,-0.19248277,0.079207286,0.22747979,0.12582575,0.030508488,-0.0041344063,0.30508274,-0.24275355,0.12108443,-0.09540905,-0.22938785,-0.11336669,-0.15256968,-0.07640505,-0.13593718,0.28203538,-0.10159799,0.13533673,0.08198714,0.2447754,-0.21227404,-0.3498859,0.16648933,0.06578839,0.03688777,0.004550898,-0.23057896,-0.21405186,-0.3565065,0.26114094,-0.023130551,0.18580738,-0.15773338,-0.17896685,-0.42624152,-0.14446366,-0.036602158,-0.20800154,-0.011499479,-0.36634207,0.2649081,0.066515885,0.27944142,0.012028127,0.2744381,-0.12358487,-0.14222519,0.16840516,0.28855333,-0.10800686,0.17159684,-0.10826678,-0.1597556,-0.3206643,-0.08230127,0.008571127,0.2194012,0.29951096,0.24297027,0.18309674,0.109756105,0.24677485,-0.10826816,-0.20935307,0.120970614,0.23267859,-0.05640504,0.14954716,-0.45598322,-0.18655431,-0.1673949,0.18774758,0.15527703,-0.2327429,0.59545636,-0.118232585,-0.27232423,-0.13717863,0.17006089,-0.17207341,-0.2151258,0.1129518,0.11138925,-0.075682215,0.3825373,-0.1658343,0.030718695,0.17645513,-0.23653686,-0.1527364,0.115717836,-0.16604541,-0.17089027,-0.05738823,-0.12681882,0.21511762,0.027506093,0.1517625,-0.22609329,-0.05249858,0.3199829,-0.15653957,0.09042228,-0.28443882,-0.14968987,-0.1931756,-0.06482002,-0.3914303,-0.15305065,0.20326167,-0.3030378,0.046246186,-0.23029979,0.17759393,-0.24977069,-0.112051055,-0.20054084,-0.13004571,-0.5358628,0.22364345,0.09687571,-0.0981298,0.42677194,-0.24460046,0.21145383,0.13430442,-0.108247735,0.11299271,-0.060178187,-0.20107387,0.16890347,0.08580582,0.09705945,0.30192462,0.1555621,-0.21337925,-0.13730668,-0.11374539,-0.38075984,0.24682446,0.19729477,0.16053003,0.214487,0.17166595,0.17281267,-0.30773392,0.13288024,-0.14933442,-0.031615555,0.06439679,0.16180268,0.14692964,0.3099405,-0.20795494,0.40241933,0.15583616,0.14719628,-0.01670895,0.01719721,0.30065495,-0.118874125,-0.20459303,0.22254017,-0.27387503,0.30193228,-0.2152537,-0.07552377,-0.19430946,0.06141639,0.13827285,-0.2644349,0.17341882,0.16148545,-0.20451893,0.1250355,-0.10511221,0.16975851,-0.29714295,0.30140254,-0.06785106,0.027628854,-0.08600685,0.0645175,0.2600094,-0.023523763,-0.11680011,0.123859905,-0.05000574,0.24356219,0.10560955,0.06289193,0.31136957,0.17636001,0.24317531,-0.22625798,-0.10179317,0.22446083,-0.12914534
